,dataset,split,model_name_or_path,train_roc,val_roc,test_roc,prompt
0,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.647289097670777,"The nuclear receptor SF-1 (steroidogenic factor-1) belongs to the class of unexplored orphan nuclear receptors that have been poorly investigated at a pharmacological level. SF-1 is expressed in the pituitary, testes, ovaries, and adrenal gland and regulates steroid hormone production at many levels, including direct regulation of expression of major P450 enzymes involved in steroid hormone synthesis. Is this molecule inhibitor of SF-1?",train
1,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.6401253918495298,"Rho-Kinase (Rock2) is a serine/threonine kinase involved in the regulation of smooth muscle contraction and cytoskeletal reorganization of nonmuscle cells. Its inhibition is known to promote the smooth muscle relaxation. Thus, small-molecule inhibitors of Rho-Kinase may be effective probes for treatment of cerebral vasospasm and potentially effective for treatment of angina, hypertension, arteriosclerosis, and erectile dysfunction. Is this molecule effective to this assay?",train
2,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.7331147540983607,"HIV-1 RT is a multifunctional enzyme that has RNA and DNA dependent polymerase activity, along with ribonuclease H (RNase H) activity. The latter is responsible for degradation of the viral genomic RNA template during first strand DNA synthesis to allow completion of reverse transcription and the viral dsDNA. Is this molecule effective to this assay?",train
3,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.6207729468599034,"EphA4 is a receptor tyrosine kinase that is part of a large family of receptors called Eph. The signaling ability of EphA4, along with other EphA receptors, is activated by binding to GPI-linked ephrin-A ligands, and it also binds to transmembrane ephrin-B ligands, which are the ligands for another class of Eph receptors called the EphB receptors. Signals are generated both through the Eph receptor kinase domain and through signaling molecules associated with the ephrins. EphA4 plays an important role in inhibiting axon regeneration after spinal cord injury, and inhibiting its function shows promise for therapeutic applications in spinal cord injury, platelet aggregation during thrombus formation, prostate cancer cell growth, and other regions of the central nervous system. Is this molecule effective to this assay?",train
4,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.9291917167668672,"SF-1 is expressed in the pituitary, testes, ovaries, and adrenal gland and regulates steroid hormone production at many levels, including direct regulation of expression of major P450 enzymes involved in steroid hormone synthesis. Is this molecule effective to this assay?",train
5,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4582477754962354,"Hsp90 is a chaperone protein, in cancer and other diseases such as neurodegenerative diseases, nerve injuries, inflammation, and infection. Several natural products that inhibit Hsp90 have anti-tumor effects. However, it has been unclear whether Hsp90 inhibitors can be used as therapeutic agents due to its role in normal cellular homeostasis. Clinical results with the first Hsp90 inhibitor, 17AAG, show promising results in cancer therapy. There is increasing interest in developing novel inhibitors of Hsp90 for use in other diseases. Is this molecule effective to this assay?",train
6,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.3524506466984343,"ER-alpha recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with ER-alpha by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Can this molecule inhibite ER-alpha?",train
7,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4106351550960118,"ER-beta recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with both ER-beta and ER-beta by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule effective to ER-beta?",train
8,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.7220965309200603,"This assay monitors the potentiation of the binding of a Cy5-labeled SRC-1 peptide to the ligand binding domain (LBD) of ER-alpha labeled (via a streptavidin-biotin interaction) with a long-lifetime europium. The interaction of ER-alpha with SRC1 under a low estradiol concentration brings europium and Cy5 into proximity, generating basal level of FRET. Is this molecule effective to ER-alpha?",train
9,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.6689497716894977,"The focal adhesion kinase (FAK) is a tyrosine kinase involved in growth factor and integrin mediated signal transduction pathways. It controls cell motility and migration by regulating the turnover of focal adhesions. The expression of FAK is elevated in malignant breast cancer and its activity is required in vitro for the invasion of breast carcinoma cells and in vivo for lethal metastasis formation in mice. Moreover, some medical studies have correlated increased levels of FAK expression in tumors with enhanced metastatic and invasive properties. Is this molecule inhibitor of FAK?",train
