,dataset,split,model_name_or_path,train_roc,val_roc,test_roc,prompt
0,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5727474150664698,"Estrogen receptor alpha (ER alpha) is a Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Is this molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway?",train
1,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5822101181683899,"Estrogen receptor alpha (ER alpha) is a Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Is this molecule toxic to the estrogen receptor alpha (ER-alpha) signaling pathway?",train
2,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.639678729689808,"Estrogen receptor alpha (ER alpha) is a Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Is this molecule effective to this assay?",train
3,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5579763663220089,"ER alpha is a nuclear hormone receptor that participates in regulating gene expression and affecting cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation can happen through direct homodimer binding to an ERE sequence or association with other DNA-binding transcription factors like AP-1/c-Jun, c-Fos, ATF-2, Sp1, and Sp3, leading to ERE-independent signaling. Does this molecule activate the signaling pathway of the estrogen receptor alpha (ER-alpha)?",train
4,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4911373707533235,"ER alpha is a nuclear hormone receptor that participates in regulating gene expression and influencing cellular proliferation and differentiation in target tissues along with steroid hormones and their receptors. Ligand-dependent nuclear transactivation is carried out through direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, like AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Does this molecule have the potential to harm the signaling pathway of estrogen receptor alpha (ER-alpha)?",train
5,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.6321085672082718,"ER alpha is a type of nuclear hormone receptor that plays a role in regulating gene expression and affecting cell growth and specialization in specific tissues. Its activation through ligand-dependent nuclear transactivation can occur either through direct binding to an estrogen response element or by partnering with other DNA-binding proteins like AP-1/c-Jun, c-Fos, ATF-2, Sp1, and Sp3 to produce ERE-independent signaling. Can this assay be effectively performed by this molecule?",train
6,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5985044313146233,"Using the provided molecular data, estimate the interaction of this molecule with estrogen receptor alpha (ER-alpha) signaling. Provide the most accurate assessment of its effect on the pathway.",train
7,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5892263663220089,Assess whether this molecule acts as an agonist or antagonist of the estrogen receptor alpha (ER-alpha) signaling pathway based on its chemical properties.,train
8,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5575609305760709,Predict whether this molecule could enhance or inhibit the estrogen receptor alpha (ER-alpha) signaling pathway by considering its molecular structure and interactions.,train
9,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5591303545051699,"Estimate the likelihood that this molecule affects the estrogen receptor alpha (ER-alpha) signaling pathway, focusing on its chemical properties and known mechanisms of action.",train
10,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5768761439902379,"Estrogen receptor alpha (ER aplha) is Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Is this molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway?",train
11,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5825198291641243,"Estrogen receptor alpha (ER aplha) is Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Is this molecule toxic to the estrogen receptor alpha (ER-alpha) signaling pathway?",train
12,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5688682123245881,"Estrogen receptor alpha (ER aplha) is Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Testing on the BG1 cell line, is this molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway?",train
13,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5699359365466748,"Estrogen receptor alpha (ER aplha) is Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Testing on the BG1 cell line, is this molecule toxic to the estrogen receptor alpha (ER-alpha) signaling pathway?",train
14,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.6879957291031117,"Estrogen receptor alpha (ER aplha) is Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Is this molecule effective to this assay?",train
15,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4510644589000591,"Aromatase is a cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PMID: 27702664, PMID: 2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PMID: 20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Can this molecule inhibite Aromatase?",train
16,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4521627101461519,"Aromatase is a cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PMID: 27702664, PMID: 2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PMID: 20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Is this molecule toxic to Aromatase?",train
17,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4995564754583087,"Aromatase is a cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PMID: 27702664, PMID: 2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PMID: 20385561). Is this molecule effective to this assay?",train
18,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4464668094218415,"Aryl hydrocarbon receptor is Ligand-activated transcription factor that enables cells to adapt to changing conditions by sensing compounds from the environment, diet, microbiome and cellular metabolism, and which plays important roles in development, immunity and cancer. Upon ligand binding, translocates into the nucleus, where it heterodimerizes with ARNT and induces transcription by binding to xenobiotic response elements (XRE). Regulates a variety of biological processes, including angiogenesis, hematopoiesis, drug and lipid metabolism, cell motility and immune modulation. Can this molecule activate Aryl hydrocarbon receptor?",train
19,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.4344461748102005,"Aryl hydrocarbon receptor is Ligand-activated transcription factor that enables cells to adapt to changing conditions by sensing compounds from the environment, diet, microbiome and cellular metabolism, and which plays important roles in development, immunity and cancer. Upon ligand binding, translocates into the nucleus, where it heterodimerizes with ARNT and induces transcription by binding to xenobiotic response elements (XRE). Regulates a variety of biological processes, including angiogenesis, hematopoiesis, drug and lipid metabolism, cell motility and immune modulation. Is this molecule toxic to Aryl hydrocarbon receptor?",train
20,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.539760560638505,"Aryl hydrocarbon receptor is Ligand-activated transcription factor that enables cells to adapt to changing conditions by sensing compounds from the environment, diet, microbiome and cellular metabolism, and which plays important roles in development, immunity and cancer. Upon ligand binding, translocates into the nucleus, where it heterodimerizes with ARNT and induces transcription by binding to xenobiotic response elements (XRE). Regulates a variety of biological processes, including angiogenesis, hematopoiesis, drug and lipid metabolism, cell motility and immune modulation. Is this molecule effective to this assay?",train
21,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.627289201284973,"Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemicals (EDCs) and their interactions with steroid hormone receptors like AR may cause disruption of normal endocrine function as well as interfere with metabolic homeostasis, reproduction, developmental and behavioral functions. On the MDA cell, is this molecule agonists of the androgen receptor (AR) signaling pathway?",train
22,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.6243787924549024,"Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemicals (EDCs) and their interactions with steroid hormone receptors like AR may cause disruption of normal endocrine function as well as interfere with metabolic homeostasis, reproduction, developmental and behavioral functions. On the MDA cell, is this molecule toxic to the androgen receptor (AR) signaling pathway?",train
23,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.5074682188847094,"Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemicals (EDCs) and their interactions with steroid hormone receptors like AR may cause disruption of normal endocrine function as well as interfere with metabolic homeostasis, reproduction, developmental and behavioral functions. Is this molecule effective to this assay?",train
24,tox21,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.7548965134046395,"Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemicals (EDCs) and their interactions with steroid hormone receptors like AR may cause disruption of normal endocrine function as well as interfere with metabolic homeostasis, reproduction, developmental and behavioral functions. Is this molecule agonists of the androgen receptor (AR) signaling pathway?",train
